order,Target 1,attribute a,attribute b,Target 2,attribute a,attribute b,Target 3,attribute a,attribute b,Target 4,attribute a,attribute b,Target 5,attribute a,attribute b,Target 6,attribute a,attribute b,Target 7,attribute a,attribute b,Target 8,attribute a,attribute b,Target 9,attribute a,attribute b,Target 10,attribute a,attribute b,Target 11,attribute a,attribute b,Target 12,attribute a,attribute b,Target 13,attribute a,attribute b,Target 14,attribute a,attribute b,Target 15,attribute a,attribute b,Target 16,attribute a,attribute b,Target 17,attribute a,attribute b,Target 18,attribute a,attribute b,Target 19,attribute a,attribute b,Target 20,attribute a,attribute b
38,4.989141061,4.394039727,4.180023249,4.830331855,4.227655342,4.571794532,4.78901498,4.084070497,4.343065706,4.577140223,4.229985266,4.254861522,4.973501676,4.007705166,4.600954441,4.831139319,4.28747064,4.484866315,4.894534686,4.060818552,3.913737102,4.999139874,4.311894993,4.046733857,4.930857516,4.250347932,4.507676621,5.050320696,4.445963723,4.02595786,4.901206948,3.92867829,4.401850125,5.011767372,4.429570575,4.31987347,4.99974415,4.233041962,4.404222684,4.726710612,4.565288723,4.474556743,5.072232547,4.568879662,3.990846756,5.211810493,3.96949683,4.405293103,5.061386876,4.162603245,4.51901738,5.065962933,4.390806708,4.316316513,4.910875201,4.400958177,3.925547144,5.159873281,4.172535949,4.065967846
39,4.803165062,3.9968005,4.174622742,4.966485617,4.507616095,4.311883883,5.081803966,4.281177542,4.445570735,5.031998284,4.606212487,4.452198612,4.849370934,4.068252778,4.472053385,5.140611512,4.342614654,4.315902491,4.720138246,3.939621438,4.131707467,5.096472052,3.988779347,4.108600796,5.007464776,4.363543038,4.002648394,4.992274153,4.332681148,4.486504771,5.175370702,3.975359733,3.990978663,4.868647413,4.074291149,4.41949353,5.108361287,4.420657791,3.939241477,4.811398894,4.551594674,4.074027505,4.939259608,4.130745573,4.261304338,5.037951509,4.273193822,4.056337894,4.900265166,4.024888327,4.579561643,5.113668542,4.19064265,4.098745351,4.764548579,4.454647222,4.312222777,5.020496669,4.481578332,4.346963887
40,4.850585584,4.46762095,4.042710812,4.902583868,4.321253044,4.274062713,5.034930681,4.159612602,4.391024076,4.833300867,4.554028306,4.170318821,5.035216179,4.372715179,4.108313174,4.993325913,4.127216049,4.539132875,4.917596811,4.265568137,4.174804294,4.822691051,4.181964657,4.305520975,4.940719867,4.139447005,4.496776204,4.93353207,4.539097919,4.589898154,5.136324893,3.956841146,4.065975737,5.018943016,4.583544156,4.202125395,4.954367776,4.423623766,4.444376148,4.975640728,4.283193153,4.317227772,4.82364188,4.474401242,4.611989932,4.916338053,4.239210023,4.533233271,4.812924976,4.423656324,4.23042974,4.86841502,4.548394837,4.200173622,5.152987425,4.047168729,4.430785145,4.815647036,4.166108344,4.280103277
41,5.081417548,4.371944734,4.538731938,5.24368551,4.399422136,4.382185692,4.965278574,4.253258503,4.208464063,5.148056696,4.199645178,4.338181231,5.014781302,4.492368525,4.340255032,5.044563952,4.583299024,4.301497921,5.035319624,3.981621311,4.408926072,4.832912647,4.232106221,4.31147188,5.040275483,4.447870655,4.519087963,4.921905818,4.116803241,4.535679109,4.996468457,4.576607982,4.291340219,4.934783231,4.482894375,4.092234841,5.193142763,4.105736106,4.214780276,4.968320512,4.452204712,4.358317919,5.090817439,4.547881083,4.639717223,5.211368092,4.441424127,4.609233979,5.216411948,4.641827012,4.598770225,4.934011572,4.138656152,4.359062581,4.835375812,4.556376035,4.649838517,4.685451151,4.440689029,4.401935857
42,4.973051621,4.304861386,4.39555618,4.933037505,4.342948262,4.142086583,5.093188472,4.631770494,4.453568235,5.099803433,4.002812948,4.443145023,5.246904461,4.233932499,4.538355632,4.998001693,4.37693053,3.994310316,4.893528524,4.544408402,4.280386727,5.166373224,4.277513031,4.422873987,4.77532325,4.605909879,4.068281845,5.162380364,4.314956844,4.110593233,5.109006077,4.528049163,4.32105581,5.173580634,4.100189946,4.540238373,5.133203689,4.033687081,4.104624249,5.008803303,4.494267145,4.623224257,4.938183251,4.421329362,4.587992887,5.192692965,4.067988817,4.306717164,5.177558374,4.152119461,4.480635743,5.065672607,4.16970455,4.009596194,4.854248543,4.466591525,4.275644952,4.864957717,4.422776463,4.27342593
43,5.027878249,4.190434069,4.077560433,5.031555363,4.420178347,4.127566303,5.042686094,4.203488825,4.468152151,4.900243609,4.301537507,4.486465262,4.761944164,4.377267853,4.404963523,5.185923337,4.517893894,4.513618534,5.082752562,4.288172981,4.509944844,5.242094681,4.125100351,4.701714789,4.992506936,4.393513129,4.247986558,4.902237142,4.572557455,4.719643451,5.068552691,4.343628409,4.278761264,5.130994762,4.619565413,4.291834599,5.146687749,4.087874604,4.298225869,5.072544947,4.150682951,4.152508635,5.050109592,4.010631368,4.306563949,5.066542094,4.13068166,4.433562296,5.170960148,4.344169207,4.533419242,4.777408656,4.628151346,4.472451757,5.235387984,4.043166932,4.646169374,5.021178521,4.449736989,4.502751328
44,5.205276937,4.502804208,4.720085498,5.189004602,4.237770552,4.576512194,5.235117508,4.298656196,4.339478555,5.049368568,4.322010642,4.570241507,4.887892344,4.340586971,4.137466662,4.755954352,4.736556271,4.088113736,5.068438734,4.08408063,4.433075181,4.895021346,4.402647728,4.653078479,5.10396266,4.610110198,4.150677797,5.170913184,4.057271005,4.167906749,4.717892449,4.453911198,4.431594156,4.895023701,4.286082855,4.667381133,4.816515232,4.240314318,4.414650417,5.072695477,4.431191187,4.654607402,5.233357964,4.060368038,4.376222841,4.834171094,4.661026655,4.566835001,5.105225302,4.156241409,4.708724313,5.048426816,4.577350196,4.422586105,4.999556361,4.561944807,4.637153671,4.948315702,4.139199965,4.528182462
45,5.020052581,4.687190759,4.486771862,5.13922571,4.028106271,4.363938445,4.748953691,4.097557247,4.286636191,5.104622085,4.305227537,4.684925202,4.972870117,4.207733438,4.324705019,5.198231429,4.675772788,4.105039062,5.162174198,4.513194441,4.671444082,5.088519736,4.714571547,4.534511745,4.786649246,4.31175283,4.351020464,5.10144802,4.482129148,4.54400208,5.331696536,4.672267687,4.630523004,5.180316869,4.223983925,4.474707807,4.772879305,4.202885204,4.306450311,4.7289017,4.691935298,4.399778682,4.95393208,4.700443435,4.651117496,4.977408488,4.053538451,4.703265109,5.009676481,4.553530082,4.486152716,5.171095519,4.541082084,4.207225562,5.031793811,4.729656891,4.660800165,5.260784867,4.103968637,4.641314587
46,5.136489259,4.299663925,4.682482961,5.063620316,4.218142847,4.17788269,5.299007944,4.648110151,4.151947767,5.192234709,4.619969005,4.530967476,5.209359347,4.383348987,4.112958695,4.792122996,4.312673385,4.228535385,5.193612621,4.687782552,4.704823934,5.022158161,4.381107995,4.408975104,5.027432912,4.388655287,4.638189808,5.29021701,4.42384887,4.447135619,5.089704374,4.086942702,4.476604762,5.181857683,4.682500585,4.703378313,4.967278316,4.28839743,4.219190695,5.065776418,4.549233174,4.576090903,5.183347626,4.404580308,4.513460031,4.915977054,4.461012194,4.135874213,4.976188434,4.602691149,4.747700214,4.849164241,4.595062715,4.440695035,4.968813546,4.473953488,4.375422335,5.081413441,4.165490957,4.255465256
47,5.294552602,4.449437664,4.149872211,5.212570551,4.336151216,4.473179841,5.167671414,4.152075835,4.456181307,5.234807589,4.647182884,4.713765088,4.945484432,4.677698781,4.266433449,5.015680698,4.492808782,4.401348359,4.965446849,4.52624142,4.307166031,5.17129969,4.527651261,4.156410318,5.223850472,4.593193516,4.365316962,4.930279352,4.346736868,4.743696132,4.986875273,4.21946711,4.553144169,5.053772753,4.681333832,4.394089623,5.030760519,4.703823893,4.4612033,5.31199749,4.680073749,4.311953159,4.827702679,4.626884679,4.486412743,5.300428646,4.418961886,4.694976452,5.078481643,4.638673452,4.428724819,5.30179039,4.719363988,4.384246974,5.06851997,4.669468436,4.543628736,5.094393326,4.375678703,4.361766966
48,5.293393002,4.811812003,4.462812275,5.067295977,4.649754993,4.387282366,5.230682425,4.77745588,4.761025979,5.170376107,4.527217717,4.749887129,5.078183212,4.171376728,4.384142047,5.023338182,4.786544979,4.690328925,5.152718166,4.30130656,4.63556886,5.265133621,4.44984974,4.091235649,5.223004725,4.222276013,4.643555813,5.261132456,4.293565175,4.601028061,4.723371244,4.545893314,4.718501209,4.793956439,4.627692711,4.122349491,5.08371122,4.114510688,4.598916561,4.968313278,4.501577647,4.570068604,4.933177448,4.701385075,4.626148886,5.060484541,4.103119484,4.207647835,5.301049913,4.638247513,4.485569821,5.160048247,4.739867323,4.506234824,5.187584665,4.642241888,4.661666505,4.963108272,4.738625086,4.796945296
49,5.15713127,4.135337403,4.6138149,4.928329285,4.206362564,4.6020526,4.81238511,4.758177673,4.469652942,5.114054086,4.737559802,4.734579683,5.039139515,4.209935307,4.413845545,5.343405779,4.324560275,4.751699343,4.985006826,4.5111884,4.506621798,5.132436882,4.657568812,4.755063028,5.07440027,4.473449672,4.382414768,5.221000488,4.386630048,4.697153757,5.059918746,4.362503249,4.647777367,5.027798275,4.526258971,4.348128498,5.16515852,4.70459146,4.591776671,5.139948719,4.795871104,4.50095364,4.835732262,4.100707924,4.513622397,5.023156386,4.777863782,4.566450176,5.162525656,4.386473934,4.215043204,4.97851947,4.30628068,4.704025261,5.100308895,4.693165485,4.203861145,5.145230734,4.679254082,4.498274092
50,4.967359065,4.744245921,4.378566498,5.006975557,4.798120998,4.605725917,4.967798654,4.752921332,4.379129888,4.854423254,4.591786021,4.702657769,5.010509297,4.598034173,4.289872832,4.97517297,4.280981923,4.640916331,5.049564648,4.755777581,4.645037591,5.235653437,4.421539244,4.456630473,5.069468221,4.803099089,4.192775802,5.317931455,4.510351334,4.257759537,5.077012202,4.202886939,4.614007491,4.834117996,4.695168307,4.446620677,5.227433416,4.595945281,4.566626678,5.379530481,4.591669311,4.604244677,5.192773731,4.768087947,4.50243466,4.886344762,4.666092694,4.577949006,4.991546996,4.741212364,4.652577495,5.318230117,4.413898624,4.632626179,5.327149955,4.453821339,4.635787316,4.916892801,4.328105186,4.683319929
51,5.079870234,4.44060288,4.435253422,5.334964568,4.874668591,4.830877766,5.345335023,4.291700868,4.27065408,5.278378954,4.666276093,4.168571296,4.980439406,4.615937614,4.790920738,4.906232633,4.792341381,4.186431144,5.368207082,4.753654188,4.583837188,5.160459897,4.59599152,4.638680557,5.052219052,4.732582275,4.383678438,5.09643709,4.845579582,4.312020954,5.29464181,4.831422584,4.766758521,5.35242329,4.825449678,4.595418848,4.97920741,4.699963285,4.732308926,4.855006687,4.728158856,4.297229002,5.353892155,4.819806594,4.564901356,5.043970067,4.361946057,4.241506961,5.299889231,4.601046515,4.645125162,5.178645941,4.530513363,4.580012791,4.894243787,4.879236619,4.515298665,5.318969725,4.585720784,4.435902579
52,5.033228888,4.591797129,4.730927076,5.407004352,4.580865696,4.297269403,5.105427206,4.375388491,4.298509858,5.184791627,4.861069747,4.32449694,5.092286896,4.279578416,4.709391502,5.295414593,4.552691433,4.855768597,4.9379922,4.740102157,4.754702682,5.376071167,4.698642368,4.484774985,5.161313135,4.219117397,4.530769377,5.053634822,4.813132917,4.364305227,5.082170996,4.201761299,4.85180439,4.984616354,4.620013229,4.865273404,5.310109888,4.785990528,4.498625067,5.248272177,4.712888604,4.519236634,5.037337209,4.766602521,4.265643118,5.009218047,4.503020971,4.711574302,4.925445315,4.334841771,4.776769967,5.315805287,4.811208438,4.500567734,5.200964565,4.538599817,4.686398055,5.178461795,4.748000237,4.493133547
53,5.33996883,4.423284595,4.502736142,5.03665638,4.807053964,4.352719995,5.15673994,4.457153604,4.675771336,4.945595412,4.283227777,4.767801583,5.320974455,4.698816904,4.652643798,5.148264374,4.655436537,4.63162109,5.280877241,4.859607395,4.777515533,5.058539474,4.395557085,4.822097499,5.193696232,4.788516165,4.24621576,5.210256918,4.625839586,4.802917261,5.373617111,4.288266041,4.416955251,5.20523125,4.595094548,4.510618867,5.063933057,4.569653873,4.758686836,5.028910971,4.460940467,4.661299901,5.21526301,4.289591097,4.651436753,4.870659472,4.759460959,4.486169738,5.182708433,4.638170609,4.579135712,5.105204557,4.560745692,4.497974203,5.148496604,4.541258542,4.864156895,5.098231854,4.310053474,4.787182168
54,5.157970339,4.900832151,4.845764226,5.040292026,4.641351926,4.714348808,5.352105148,4.35112836,4.835209882,5.043335632,4.420420154,4.827989213,5.213813241,4.717898252,4.323686398,5.065535373,4.648369104,4.72739586,4.90423104,4.635042582,4.455968663,5.108615459,4.823622813,4.667385574,4.938308326,4.867179561,4.641873546,4.934569827,4.830803452,4.835643842,5.215032959,4.444324757,4.51355351,4.949237149,4.837283324,4.754346104,5.227418084,4.518318868,4.37710473,5.270649986,4.810883145,4.585170566,5.087613218,4.20884179,4.81657906,5.063737613,4.901389384,4.766319857,5.001859943,4.841082914,4.690931218,4.991867696,4.298035716,4.677250736,5.041956915,4.745469452,4.537310252,5.217956717,4.636178772,4.751851675
55,5.087710012,4.829527414,4.692329043,5.134315942,4.803439211,4.885678657,4.820661344,4.530094529,4.441533641,4.954409987,4.915529052,4.563000374,5.185338822,4.801474924,4.731317082,5.331242004,4.788817769,4.396721996,5.121427555,4.89412638,4.685428502,5.225431291,4.290099687,4.804768546,5.156886852,4.686205511,4.691706364,5.170196692,4.923159751,4.595263931,4.927665771,4.563220137,4.935612668,5.304109107,4.822215708,4.812042823,5.005296224,4.806037708,4.660303077,5.240314214,4.389056826,4.851963969,5.215209752,4.463516237,4.368966889,4.977511698,4.847703723,4.724760395,4.810224296,4.437129426,4.942972233,5.327246788,4.917809205,4.597517922,4.890224371,4.412110269,4.264503788,5.157093961,4.556908165,4.844789869
56,5.235638842,4.688854102,4.614258835,5.183165159,4.671978803,4.796743015,5.216412483,4.745662897,4.390232592,5.142297829,4.804665107,4.527076297,5.24568414,4.360918843,4.875329316,4.986524586,4.696464169,4.652347345,5.070183219,4.753694083,4.560729947,5.006959229,4.45326981,4.562620675,5.345861079,4.731558811,4.664342103,5.105527005,4.821850083,4.543516809,5.244757023,4.807111743,4.827883247,5.384864544,4.681496586,4.783333758,5.236292416,4.39024243,4.783391216,5.264546186,4.499045192,4.85452311,5.068390237,4.883846888,4.729376142,5.135832376,4.625942839,4.853077279,5.17883305,4.672977796,4.729709065,5.141021532,4.342181428,4.4652261,5.123073111,4.676242103,4.321856945,5.271606144,4.646268255,4.864697167
57,5.344212658,4.897624864,4.85696394,5.226116574,4.920669202,4.772496461,4.889368204,4.94037478,4.904293311,5.421024136,4.865022198,4.814868586,5.101582185,4.699225648,4.720679884,5.371171884,4.909033242,4.726673153,5.337556561,4.383488015,4.287512393,5.335429212,4.928019015,4.647034834,5.413301799,4.707738968,4.922764557,5.210902008,4.676438928,4.668462393,5.27938499,4.686736016,4.912154226,5.172943264,4.612352161,4.320774706,5.136757064,4.772108508,4.494957139,5.357993338,4.740251335,4.794669966,5.106765858,4.680937197,4.814772654,5.003020338,4.32672214,4.781011798,5.213824315,4.77298447,4.817979917,5.132468941,4.464038861,4.773564191,5.204117666,4.636769556,4.924259296,5.113886151,4.889508847,4.757640542
58,5.305514773,4.987538076,4.388885563,5.193700765,4.730980639,4.849727953,5.035555058,4.812906962,4.738381876,4.945667773,4.745828925,4.514997093,4.958230827,4.727045407,4.444740472,5.314523029,4.643671689,4.871482046,5.33825848,4.943652946,4.921928221,5.109651274,4.853920731,4.687519451,5.061224113,4.685527139,4.792776817,5.305520865,4.585502105,4.876914927,5.356383589,4.710903297,4.621235273,5.139273733,4.817675074,4.74543674,5.275815793,4.979422151,4.478209886,4.921561114,4.744484206,4.445998612,5.197896646,4.744410827,4.842806767,5.248544135,4.988140025,4.558352757,5.339385073,4.782594875,4.269132226,5.366964289,4.637974996,4.782178456,5.325430893,4.421599945,4.764624546,5.377285148,4.850863921,4.48229993
59,5.156102095,5.001772488,4.634961289,5.043353804,4.602960664,4.952083382,5.17995096,4.80452595,4.493286086,5.305163402,4.917136989,4.986443817,5.216798081,4.899937383,4.796214585,4.864486038,4.557964692,4.659438584,5.183164473,4.927799793,4.951996502,5.342153758,4.287826544,4.537533731,4.928288272,4.54196313,4.911739465,5.124270497,4.716891677,4.397453127,5.313212871,4.753976168,4.638193897,5.078399841,4.779719345,4.601676105,5.010708827,4.745037931,4.641699532,5.14400984,4.462178156,4.95654636,5.123234228,4.877872825,4.677122374,4.989284018,4.626789273,4.41236878,5.168954084,4.993667129,4.533443009,5.079568324,4.78572769,4.464683303,5.211822729,4.955501931,4.638229948,5.353617172,4.448186004,4.997052709
60,5.160433766,4.829018366,4.399512686,5.266544823,4.603643195,4.476575279,5.17487048,4.671528633,4.603297002,5.178603606,4.677798924,4.926308455,5.191124673,4.408824381,4.824522676,5.212618934,4.766415073,4.743643252,4.89194783,4.644891264,4.756520339,4.937694756,4.595435126,4.589544064,5.131112373,4.641003523,4.820312623,5.015344394,4.855233992,4.531274973,5.38803223,4.642765393,4.780909509,5.240481281,4.929108977,4.658514109,5.213019575,4.577532781,4.806558448,5.216604038,4.784895638,4.796824223,5.105969154,4.535869823,4.552750208,5.330840557,4.699944084,4.659519458,5.435257738,4.474919574,4.89264261,5.20443949,4.724816416,4.903223679,5.337228296,4.99497403,4.923073069,5.309267907,4.480917218,4.856652855
61,5.447965814,4.506213175,4.72255234,5.445358275,4.754425261,4.613574949,5.160335018,4.703801547,4.31783095,4.907750615,4.816672205,4.727242733,5.356825374,4.852248645,4.600261609,5.195682189,4.53500319,4.987602176,5.117643317,4.675461368,4.983612981,5.23541637,4.884489563,4.875366435,5.352989348,4.819502196,4.846570141,5.004883641,4.919404347,4.844755754,5.374597396,4.712982231,4.920584205,5.393792756,4.810450611,4.710640906,5.29932194,4.910454553,5.001654268,5.081915147,5.039662622,5.020026438,5.187840023,4.988173885,4.502908369,5.339797909,4.557417066,4.782927517,5.34762428,4.585029015,4.990898148,5.424725095,4.94833968,4.506987888,5.120789486,4.9127218,4.468281441,5.358617272,4.901932526,4.471510463
62,4.868430249,4.954093783,4.61345847,5.400255321,4.424462083,5.023871598,5.341377074,4.398586793,4.57249219,5.239055427,4.568890256,4.839925875,5.239400866,4.695951938,4.559782346,4.952455882,4.744235592,4.442088962,5.289800633,4.358406508,4.663386064,4.998431184,4.610809794,4.953433486,5.353726485,4.624947074,4.617830679,5.397429256,4.478613784,4.909902223,5.352341061,4.816902632,4.819760008,5.16840673,4.757302782,4.634512995,5.172396295,4.619868796,4.630134755,5.17060411,5.002510578,4.660145432,5.307199101,4.443028848,5.045085823,5.373300001,4.838375013,4.642947891,5.061206421,5.002538057,4.879418929,5.259306251,4.642978417,4.972460833,5.384957149,4.61663545,4.783879403,5.235199299,4.39413588,4.392950176
