order,Target 1,attribute a,attribute b,Target 2,attribute a,attribute b,Target 3,attribute a,attribute b,Target 4,attribute a,attribute b,Target 5,attribute a,attribute b,Target 6,attribute a,attribute b,Target 7,attribute a,attribute b,Target 8,attribute a,attribute b,Target 9,attribute a,attribute b,Target 10,attribute a,attribute b
76,5.269525337,4.931743094,4.791251232,5.497444838,5.07498127,4.563217441,5.275628968,4.639344008,4.762369325,5.194409178,5.23503259,5.084420494,5.527565637,5.092223952,4.879027154,5.328284232,4.570259396,5.183204614,5.325764722,5.211784135,5.07272161,5.043356991,4.764343632,5.177550026,5.539710723,5.202509573,5.063423206,5.516667699,4.58824438,5.21836614
77,5.276764295,4.976483211,4.715253844,5.51529824,5.113066618,5.210523638,5.441021703,5.074107263,5.232793457,5.435432272,4.953021506,4.785637734,5.279789649,4.855986311,5.005600912,5.607373962,4.895718541,4.741821932,5.278549331,4.883715185,4.852024732,5.355265728,4.69640363,4.603535212,5.182515477,4.878661611,5.155671316,5.525908336,5.157355851,4.945483366
78,5.560528809,4.908875675,5.244038248,5.250540658,4.999577171,5.07625416,5.508484715,4.664471751,4.824101723,5.473016257,4.766420522,5.047271872,5.321964699,5.150271351,4.82939587,5.56378256,4.920396935,5.227253752,5.514171948,5.089644623,4.970532948,5.286280447,4.942404397,5.206278856,5.448516231,4.733419062,5.177662991,5.44361108,4.950480157,5.165487416
79,5.269967468,5.191727501,4.883925748,5.488792562,5.00135459,5.053031121,5.502577357,4.715794558,4.841387779,5.333339965,5.184908153,5.145723935,5.341689656,4.793767681,5.06224274,5.43621506,4.705738961,5.264818169,5.41077062,5.20238424,4.808198264,5.46085733,5.029606512,4.855365446,5.6275672,4.971848695,5.164411759,5.14154652,5.170285951,5.030260877
80,5.122767486,4.904434486,5.015671109,5.429901841,5.187641665,4.672808601,5.312837633,5.0089155,5.267219315,5.368906582,4.648318985,4.853402283,5.38099298,4.938290835,5.234533403,5.153664751,4.703058312,5.257523112,5.497872766,5.241308453,5.231532414,5.384087963,5.099062048,4.676869038,5.459643773,5.059627021,4.766956761,5.603152067,4.785942788,5.235745423
81,5.325331542,4.673053471,5.120475003,5.18258229,4.97287956,5.156972976,5.475592874,4.834252927,4.787523348,5.492980587,5.177773213,4.652813569,5.472088962,5.073558841,4.63607363,5.427517062,4.638680121,5.045489083,5.49261743,4.914457226,5.101529535,5.198703021,5.229023223,5.212929527,5.328505155,4.986826966,5.21821202,5.359456224,5.170601768,5.287164605
82,5.290844135,5.214316268,5.22180256,5.429789741,4.933472859,4.732886587,5.247070606,5.209473153,5.081138338,5.347670676,5.087897704,5.188569446,5.309316122,4.678453882,5.045308432,5.384953432,4.848201957,4.867884813,5.567438083,4.776698659,4.692620972,5.470273396,5.077804825,5.046222422,5.242260429,5.056016054,5.118640664,5.473521286,5.289331556,5.244760095
83,5.409358398,5.287916553,5.005870159,5.580726154,5.283108259,5.080367709,5.51167024,4.874062464,5.340256109,5.259479364,5.149655301,4.756704394,5.372521332,4.87787666,5.34215655,5.300790975,5.059758527,4.883206271,5.199416807,5.267900905,4.959137541,5.40292566,5.311181122,5.117440358,5.394856477,5.21300902,5.067027494,5.178038468,5.156823179,5.078310538
84,5.145263351,4.844319719,5.312438027,5.410088013,5.242686955,4.825691706,5.606505177,5.202215777,5.087431816,5.364246556,4.992828759,4.62990341,5.536844942,5.28817825,5.227565496,5.190378251,4.850444782,5.273644227,5.344769936,4.750689204,5.07823579,5.294755349,5.240199155,5.039491228,5.06651854,4.741929566,4.817636492,5.10496574,4.701050007,4.661252838
85,5.61189792,5.185667182,4.853301712,5.263310762,4.828295166,5.088002134,5.297154532,5.2731492,5.246167159,5.638876225,5.269842535,5.336999102,5.332809271,5.282846919,5.020991662,5.490709891,4.984785083,5.299682622,5.48706252,5.326447906,4.640273752,5.305590966,5.256942586,4.726156174,5.088220684,5.065915723,5.265784024,5.327986571,4.695155978,5.333049756
86,5.550327846,4.693447669,5.112285172,5.426536505,5.31314778,5.35220764,5.37140227,5.065395554,4.857557006,5.386249167,5.025778438,4.877223818,5.429165006,5.033082547,4.788153375,5.470889981,4.793190754,5.206550512,5.370524821,5.101741191,5.209181222,5.698129408,4.85882885,5.340594639,5.321120205,4.858480527,5.004118332,5.289059896,5.280101783,5.130306025
87,5.647953962,5.026829117,5.296291523,5.249472605,5.202565719,5.196572655,5.270391602,4.95088801,4.976158112,5.56213095,5.254458082,5.150314797,5.443198142,5.339141594,4.959144558,5.362805536,4.902733039,5.368386895,5.455951261,5.064112271,5.330387905,5.084255444,5.048066116,5.139431459,5.564279613,5.093923019,5.357469088,5.434634131,5.041273435,4.951893221
88,5.499873394,5.128084666,5.200829713,5.53712929,4.827747461,4.94793264,5.430601053,4.924095395,5.119565124,5.612014848,5.366881644,5.319489394,5.566917384,4.911093612,5.13393932,5.420658201,5.260763653,4.77246515,5.579647758,5.192298158,4.75351961,5.632480245,4.765177912,5.289213657,5.339404652,5.156371007,5.09364197,5.594054493,5.191951713,5.204326997
89,5.093017267,5.094374212,5.329373276,5.56031232,4.817327137,4.826092094,5.394603587,5.202137565,5.332347753,5.226082037,5.158571529,5.038988224,5.60032472,4.922402816,5.37518261,5.34813715,5.035538976,4.832595874,5.480617555,4.748563833,4.853342824,5.573710601,5.067725426,5.326136035,5.421135983,5.215369713,4.754859779,5.240303802,5.16583612,5.323428297
90,5.496356331,4.933792054,5.155262202,5.291897718,5.370048361,5.231778499,5.303136007,5.362239748,5.281791354,5.402104798,5.272903902,5.364289044,5.504828374,4.882324904,5.371409267,5.604661154,4.748221973,4.817842663,5.740110934,4.839734408,5.235860713,5.524246957,5.371999033,5.012212888,5.46534506,4.918586257,5.299673549,5.740827153,5.332856189,4.989650254
91,5.568306227,5.350037248,4.925223627,5.13631416,4.727902232,5.246671364,5.551967342,5.335327454,5.136521916,5.710149413,4.966523049,5.060812069,5.338448717,5.301008889,5.326437708,5.337012955,4.944180826,5.106810077,5.183655424,5.04060563,5.090388645,5.577152406,4.919020778,5.327537012,5.472519441,5.033899053,4.947485102,5.604720141,5.370301311,4.821237084
92,5.631014651,5.117369,4.869398789,5.693492185,4.831489131,5.156754896,5.211420349,5.192289631,5.243705579,5.496046075,5.254788639,5.336187947,5.707000328,5.322505068,5.308437885,5.521492176,5.103889008,5.370570938,5.50387202,5.121415404,4.852814358,5.308569623,5.375767837,5.375670968,5.488099828,5.058618775,5.102500885,5.259465774,5.219666222,5.281672391
93,5.602400903,5.412061687,5.010510987,5.179302719,5.302840997,5.155238312,5.310596287,5.103570686,5.168710571,5.602983216,4.994017734,4.991574885,5.353033387,5.37029195,5.180251492,5.094098155,4.869605682,4.857397526,5.460276608,5.363591861,5.399621041,5.74547835,5.366159326,4.831697513,5.509021516,5.327812525,4.847973708,5.565819607,4.91120221,5.371727855
94,5.351595282,5.248836783,5.028631664,5.232946424,5.338263886,5.021136655,5.547625019,4.798080305,5.295884692,5.469313507,5.396871277,5.126858973,5.365619977,5.200861302,5.264591409,5.330350442,5.306702772,4.916849035,5.244149665,5.300262027,4.811333955,5.211661211,5.323596461,5.090299875,5.408026982,5.027989201,5.212994692,5.531853871,5.175250607,4.96870879
95,5.461063894,5.248044358,5.277292472,5.46340423,4.876306821,5.35561378,5.616661974,5.343214981,5.069881908,5.543730817,5.185802018,5.413161776,5.652210391,5.289937153,5.38662694,5.343876827,5.395908017,5.347110168,5.385706741,5.430416816,5.361624918,5.503892865,5.358764646,5.438984347,5.46306009,5.237493088,5.010463397,5.647942355,5.161131278,4.925449142
96,5.67652029,5.373553844,4.987888889,5.587595402,5.104311132,5.261740666,5.667262827,5.201032897,5.357197001,5.564268454,5.338907861,4.909664056,5.601088357,5.239739494,5.152405286,5.383025298,4.931850732,5.006709512,5.643639458,5.31875919,5.356719977,5.253125983,5.200019143,4.881257665,5.523605614,5.183593652,5.292691586,5.476355308,5.280857202,5.368175716
97,5.468886826,4.987480582,4.893616823,5.446224073,5.332159604,4.983663853,5.644651428,5.141096262,4.886002136,5.253519422,5.34323146,5.319972355,5.464214931,5.163155442,5.054975245,5.743271955,4.883139679,5.338915759,5.716661781,5.218220511,5.053150777,5.73764753,5.271335058,5.18624618,5.652601796,5.350824672,5.034527424,5.615473661,4.76780278,5.002861511
98,5.466776451,4.899874696,4.826959101,5.560664451,5.209116739,5.268897687,5.65500995,5.244099567,4.975305384,5.506223492,5.389035297,5.192309442,5.592402634,5.12214816,5.435845379,5.699919372,5.235520211,5.379732916,5.722464357,5.36226496,5.19560359,5.674951073,5.230012777,4.848409523,5.665258411,4.990658144,5.350576993,5.443640138,5.207692736,5.005527226
99,5.80066489,5.188395267,5.285840386,5.712206811,5.436641701,5.134897486,5.674810035,5.04187397,4.94655033,5.788780094,5.478934664,4.956214458,5.611648328,5.227424636,5.237498761,5.713695257,5.13695246,5.333738204,5.524941279,5.46673903,4.874023699,5.342112971,5.180874725,5.319070973,5.610371672,4.996792837,5.434621235,5.560946695,4.869936979,5.39668489
100,5.56631723,4.953370564,5.160572588,5.50792019,4.867722538,5.056305189,5.484692416,5.222186561,5.131128754,5.494875225,5.108299333,5.008996237,5.39985104,5.273023325,5.207692762,5.561410042,5.034383306,4.982959703,5.625910893,5.118335099,4.885869687,5.40336473,5.031535718,5.398790457,5.344674674,5.192459262,5.481860089,5.265351646,5.369860536,5.23966621
101,5.534619118,5.126184225,5.148290284,5.423407583,5.403363756,5.480032812,5.458015905,5.325288831,5.435494079,5.176843749,5.215648958,5.078158577,5.741768958,5.144012135,5.19961823,5.432232085,5.443275634,5.041918303,5.762409784,5.152460894,5.239946548,5.39215205,5.383159731,5.188019373,5.551147227,4.869844731,5.29265316,5.624018245,5.249724904,5.289938321
102,5.529935705,5.304594288,5.065572939,5.620793217,5.020125273,5.52073455,5.497662691,5.293197455,5.433436486,5.596796472,5.142357133,5.158302981,5.594984733,5.361150135,5.407942014,5.318430811,5.135062816,5.246178654,5.233380496,5.363833799,4.937797073,5.596003698,5.235209059,5.256973223,5.555864598,5.004870833,5.336112477,5.490141803,5.457596238,4.981485363
103,5.715326235,5.527727709,5.401738739,5.751149183,5.338613578,4.852187865,5.542970663,4.986467277,5.01788396,5.290253558,5.401143036,4.973151368,5.484767911,5.206005325,4.952818783,5.59625961,5.090452116,5.079462896,5.588012228,5.350283393,5.001872325,5.43095038,5.316407737,5.339336072,5.741572088,5.064176289,5.170571492,5.567327321,5.174406849,5.113591361
104,5.58159495,5.488387258,5.218808636,5.630367623,5.070121673,5.151132469,5.598157009,5.234361596,5.1643859,5.539377285,5.21593781,5.462357694,5.691125228,5.395918289,5.485800755,5.793374793,5.511292584,5.116000043,5.664315436,5.321443406,5.470065572,5.812068955,5.014220873,4.902268971,5.263736002,5.522872797,5.117329542,5.443156173,4.967706,5.408546427
105,5.711294309,5.255414799,5.256844693,5.517702074,5.094106149,5.189048862,5.37727183,5.342880643,5.463149321,5.472287603,4.867769333,5.095350988,5.695158511,5.522257456,5.029177612,5.460569778,5.448689351,5.358136235,5.363887726,5.503319224,5.31949579,5.44249562,5.157850021,5.274848778,5.703303661,5.135949772,5.274624981,5.615043778,5.419366834,5.512803904
106,5.731698124,4.942411318,5.294523785,5.486656078,5.560358531,5.387614761,5.792797467,5.169001322,5.030372982,5.667355686,5.35994849,5.532712951,5.734012624,5.44674344,5.113298765,5.557002923,4.926600275,4.866178211,5.426276229,5.194380094,5.01809856,5.459024858,5.137935353,5.504352901,5.664752665,5.330209609,5.278515145,5.499587668,5.48353998,5.383902704
107,5.566065551,5.540102644,5.190247346,5.431149579,5.173097713,5.447111996,5.555286739,5.435272969,5.561116953,5.532674345,5.404131706,5.492842127,5.524873729,5.545562402,5.34667715,5.41402003,4.955323086,5.150831704,5.400686193,5.48798663,5.504977208,5.409066716,5.145902471,5.152592798,5.741087363,5.261829193,5.396199305,5.708292549,5.386183877,5.549759601
108,5.739351374,5.176017631,5.275536245,5.642633843,5.295558273,5.579306296,5.716189089,5.494787169,5.307102417,5.874862817,5.244267929,5.544587581,5.632024762,5.359459097,5.314931618,5.597883216,5.450597053,5.086693542,5.820324213,5.454685126,5.078331131,5.457210802,5.054369911,5.269513713,5.655837273,5.161129879,5.103348546,5.646292556,5.139838364,5.502765327
109,5.839567297,5.461229729,5.531293286,5.467381579,5.379635294,4.969983591,5.311072444,5.26652381,5.113714408,5.307448784,5.262814768,5.54501907,5.537581133,5.220447063,5.249977611,5.626267726,5.492412792,5.093974597,5.606350705,5.074885454,5.527964491,5.648744131,5.255508145,5.235138123,5.529000717,5.196870264,5.534587468,5.515627719,5.076082941,5.3270986
110,5.754858421,5.220012722,5.397560389,5.450997717,5.123265644,5.413007821,5.638631906,5.003286393,5.049487507,5.337273324,5.436918607,5.360535745,5.815312902,5.584927442,5.46998096,5.846070309,5.432876966,5.586083912,5.482448911,5.295506568,5.30388844,5.237753491,5.561275827,5.180933735,5.71424306,5.553867519,5.21846063,5.588275881,5.332959807,5.384687997
111,5.825986802,5.188089933,5.324241416,5.468496479,5.579360121,5.549597523,5.759865109,5.392843573,5.560860537,5.673586914,5.545792056,5.40450314,5.461716486,5.322573111,4.924456756,5.439298497,4.922343891,4.988252541,5.442343317,4.978415964,5.001385273,5.601921264,5.339684919,5.205873154,5.804547317,5.324449944,5.160291185,5.88649482,5.142522236,5.131994018
112,5.495829651,4.915833938,5.300330004,5.707455999,5.403599822,5.371445725,5.784739819,5.14766745,5.201642304,5.667458422,5.581233038,5.376687611,5.673417828,5.100058483,5.335610907,5.727681625,5.333960921,5.036707115,5.556819602,5.098830175,5.291723029,5.753503046,5.297487668,4.989627258,5.479581523,5.556169766,5.457583788,5.573526927,5.019591872,5.617858161
113,5.781013048,5.346493937,4.980685719,5.501203237,4.999193263,5.332217932,5.841594776,5.512283172,5.575799737,5.557535006,5.47613484,5.586521178,5.656991643,5.186132678,5.462345165,5.743212194,5.109696699,5.580692602,5.851136658,5.16396894,5.056819652,5.780467892,5.406147734,5.249065886,5.550173424,5.165121336,4.959512295,5.777002931,5.282842551,5.287706532
114,5.561043109,5.444282285,5.103873156,5.810659169,5.068967433,5.429542687,5.518269968,5.484419426,5.557014369,5.800765885,5.503918223,5.374844064,5.500020835,5.469423113,5.359737948,5.658860568,5.25545128,5.483184574,5.601168612,5.42816388,5.524555798,5.576535239,5.303144032,5.243207861,5.851365099,4.965292375,5.195403542,5.588090098,4.999664052,5.473710918
115,5.671491984,5.357333827,5.222897419,5.525478359,5.132142827,5.19974843,5.387601844,5.579699689,5.090688553,5.354226698,5.314884382,5.214025024,5.540753188,5.182598539,5.601662489,5.478346887,5.174377611,5.268341898,5.517017996,5.390615293,5.455968645,5.493456608,4.93571341,5.425942326,5.376009014,5.319529998,5.574179646,5.580696278,5.533656892,5.143496046
116,5.49500523,5.305977833,5.410953149,5.727530559,5.624661723,5.507720859,5.60750421,5.296342926,5.24569649,5.678928349,5.100414769,5.583084979,5.733125273,5.225729096,5.593333737,5.742618673,5.302920541,5.283231066,5.292681628,5.406571665,4.968800181,5.600036766,5.39387669,5.63455542,5.777512378,5.566092154,5.42748425,5.589093339,5.463838739,5.52223006
117,5.628175781,5.36808807,5.355603843,5.82894603,5.574459402,5.547236753,5.653243767,5.28380763,5.623628109,5.82727031,5.581062192,5.399686336,5.634685112,5.547411207,5.304869383,5.820457957,5.213783702,5.014929336,5.801543009,5.594767481,5.622077691,5.755596192,5.308505533,5.331883091,5.627473416,5.033053205,5.246582131,5.579630227,5.466741055,5.010330592
118,5.857456785,5.613071383,5.23261149,5.662775222,5.63357596,5.107505702,5.510716341,5.599771563,5.380962267,5.657200518,5.251036181,5.623192143,5.710109968,5.518913453,5.637854215,5.623096655,5.242984451,5.584446789,5.74126855,5.086491663,5.366556281,5.88384545,5.647877563,5.143088319,5.639822962,5.104432456,5.432068792,5.849266318,5.436933101,5.614541678
119,5.677883898,5.331112362,5.591556151,5.763993361,5.55039724,5.064441177,5.771604833,5.421331315,5.087162675,5.571380841,5.247892695,5.246680595,5.777391252,5.66186645,5.438343236,5.807848967,5.619929872,5.0800006,5.639781498,5.238930033,5.609332644,5.894002576,5.599899471,5.209605502,5.805096879,5.359805539,5.233923795,5.826210675,5.538293647,5.495911455
120,5.500749671,5.577447828,5.091949477,5.652469859,5.377024157,5.549211268,5.806694381,5.560600978,5.630592227,5.509479057,5.355266117,5.521468658,5.586797449,5.415306169,5.412019997,5.627818305,5.113146403,5.204189662,5.650378011,5.363328084,5.396789722,5.494356491,5.127830956,5.420402833,5.768674556,5.336812124,5.107486321,5.858932122,5.137283542,5.342882859
121,5.920978645,5.344239041,5.466883153,5.487168757,5.596242272,5.163277912,5.855069759,5.16739608,5.528490947,5.838663405,5.351746317,5.683858276,5.831301978,5.382644234,5.566188989,5.795783218,5.326441356,5.699195512,5.680884513,5.320940767,5.313795009,5.608254081,5.190311286,5.532358706,5.462219216,5.686815303,5.457968999,5.637625725,5.497942372,5.207503038
122,5.565321534,5.490250351,5.669178664,5.699028446,5.149047905,5.114003692,5.710361709,5.606385072,5.237888818,5.293439309,5.137086276,5.490275725,5.643812941,5.364832643,5.107248601,5.733432554,5.368474847,5.314832578,5.585653449,5.151543067,5.670981591,5.805457144,5.198036674,5.306670949,5.630719129,5.663302141,5.458305409,5.550797537,5.514091893,5.089094073
123,5.60265757,5.041874831,5.544076238,5.698366759,5.315245386,5.023176673,5.398152944,5.032061998,5.296135657,5.828929052,5.582521267,5.231143124,5.784397353,5.537890121,5.572227188,5.741404602,5.577140164,5.566171582,5.648680192,5.605986831,5.279594882,5.704759179,5.32175573,5.336297821,5.516613538,5.609793402,5.469227163,5.437864496,5.331988025,5.283487995
124,5.838093852,5.657950885,5.506571872,5.655111905,5.534457972,5.627682523,5.637691973,5.639131849,5.673939708,5.740931167,5.300831487,5.559042489,5.432428671,5.723402029,5.623505988,5.806464271,5.565105015,5.666171308,5.473928169,5.171782702,5.50625446,5.838949374,5.20273492,5.396578644,5.647363767,5.526096398,5.538421616,5.623497354,5.207200287,5.131144774
